1000.05	0.357151	
1000.04	0.362208	
1100.07	0.394055	
1199.9	0.433606	
1199.91	0.431615	
1299.92	0.466414	
1399.95	0.503871	
1399.95	0.505483	
1499.98	0.537414	
1600	0.573285	
1599.99	0.577049	
1700.01	0.623823	
1700.01	0.624919	
1800.04	0.64915	
1900.06	0.684524	
1900.06	0.684188	
1999.9	0.715	
2099.92	0.755532	
2099.93	0.75619	
2199.95	0.787426	
2299.96	0.832949	
2299.97	0.829646	
2399.99	0.865772	
2500.02	0.900805	
2500.02	0.899665	
2600.04	0.936995	
2700.06	0.965277	
2700.06	0.968325	
2799.9	1.00489	
2899.92	1.04544	
2899.92	1.04394	
2999.94	1.08122	
2999.94	1.08835	
3099.96	1.12017	
3199.99	1.15167	
3199.99	1.15231	
3300.01	1.19196	
3400.04	1.22412	
3400.04	1.22433	
3499.87	1.26539	
3599.9	1.29584	
3599.9	1.29408	
3699.92	1.33089	
3799.94	1.37326	
3799.94	1.37162	
3899.96	1.40416	
3899.97	1.40595	
3999.99	1.43927	
4100.01	1.47409	
4100.01	1.47292	
4200.03	1.51043	
4299.87	1.5508	
4299.87	1.55265	
4399.89	1.58423	
4399.89	1.58322	
4499.92	1.61778	
4599.94	1.65436	
4599.94	1.65319	
4699.96	1.69383	
4799.7	1.72566	
4799.98	1.72913	
4900.01	1.76275	
5000.03	1.80224	
5000.03	1.799	
5099.87	1.82835	
5199.89	1.87287	
5199.89	1.87307	
5299.91	1.90754	
5399.94	1.94895	
5399.94	1.94569	
5499.96	1.982	
5599.98	2.01747	
5599.98	2.01891	
5700.01	2.05577	
5700	2.05645	
5800.03	2.08885	
5899.87	2.12571	
5899.86	2.12441	
5999.89	2.15727	
6099.91	2.20482	
6099.91	2.20937	
6199.94	2.23149	
6299.96	2.27063	
6299.96	2.26976	
6399.98	2.30469	
6500	2.34023	
6500	2.34596	
6599.84	2.37728	
6599.84	2.3778	
6699.86	2.41053	
6799.89	2.44768	
6799.89	2.44545	
6899.91	2.48713	
6999.93	2.51727	
6999.93	2.52499	
7099.96	2.55589	
7199.98	2.59655	
7199.98	2.59487	
7300	2.62941	
7399.84	2.66533	
7399.84	2.66723	
7499.87	2.6957	
7599.88	2.73503	
7599.88	2.73558	
7599.89	2.73764	
7799.93	2.80862	
7799.93	2.81182	
7899.95	2.84601	
7953.72	2.8139	
7999.97	2.8846	
8100	2.91918	
8100	2.91556	
8199.83	2.95119	
8299.86	2.98828	
8299.86	2.98968	
8399.88	3.02625	
8399.88	3.02347	
8499.9	3.06068	
8508.57	3.04185	
8599.93	3.09679	
8699.95	3.1337	
8799.97	3.16727	
8799.97	3.16728	
8899.99	3.20584	
8999.84	3.2381	
8999.83	3.23845	
9099.86	3.27122	
9199.87	3.31917	
9199.88	3.3143	
9299.9	3.34928	
9299.9	3.35085	
9399.93	3.38076	
9499.94	3.42846	
9599.97	3.4573	
9599.97	3.45863	
9699.81	3.48775	
9699.81	3.49125	
9799.82	3.53534	
9899.86	3.55956	
9899.85	3.56588	
9999.88	3.59982	
10099.9	3.63997	
10099.9	3.6371	
10199.9	3.68147	
10299.9	3.70539	
10299.9	3.71152	
10400	3.74344	
10499.8	3.78038	
10499.8	3.77493	
10499.8	3.78183	
10699.8	3.85276	
10699.9	3.85391	
10799.9	3.89049	
10899.9	3.92628	
10899.9	3.92627	
10999.9	3.96262	
11099.9	3.99715	
11099.9	3.99664	
11200	4.03478	
11299.8	4.06588	
11299.8	4.06788	
11399.8	4.10526	
11499.8	4.1427	
11499.8	4.13919	
11599.9	4.17839	
11599.9	4.1768	
11699.9	4.21425	
11799.9	4.24531	
11799.9	4.25181	
11899.9	4.28573	
12000	4.32237	
12000	4.32275	
12099.8	4.36225	
12199.8	4.39414	
12199.8	4.38977	
12299.8	4.43001	
12399.9	4.46255	
12399.9	4.46108	
12499.9	4.50299	
12599.9	4.53866	
12599.9	4.53632	
12699.9	4.57156	
12799.8	4.60885	
12799.8	4.60925	
12899.8	4.64593	
12899.8	4.64528	
12999.8	4.67987	
13099.8	4.71724	
13199.9	4.74968	
13199.9	4.75133	
13299.9	4.79161	
13399.8	4.82282	
13399.9	4.82651	
13499.9	4.86098	
13499.9	4.86496	
13599.8	4.89678	
13699.8	4.9307	
13699.8	4.93259	
13799.8	4.97109	
13899.8	4.99852	
13899.8	5.00028	
13999.9	5.0352	
14099.9	5.07265	
14099.9	5.076	
14199.9	5.11479	
14299.9	5.14745	
14299.9	5.1466	
14399.8	5.18264	
14499.8	5.21957	
14499.8	5.22511	
14599.8	5.25624	
14699.8	5.27755	
14699.8	5.28067	
14799.9	5.33356	
14799.9	5.32848	
14899.9	5.36451	
14999.9	5.40044	
14999.9	5.4064	
15099.9	5.44119	
15199.8	5.47242	
15199.8	5.47333	
15299.8	5.50631	
15399.8	5.54457	
15499.8	5.58119	
15499.8	5.5822	
15599.9	5.61872	
15599.9	5.61665	
15699.9	5.65185	
15799.9	5.68927	
15799.9	5.68815	
15899.7	5.72738	
15999.8	5.76011	
16099.7	5.7973	
16099.8	5.79838	
16199.8	5.83272	
16199.8	5.83516	
16299.8	5.86972	
16399.9	5.9032	
16399.9	5.90395	
16499.9	5.93891	
16599.9	5.97503	
16599.9	5.9733	
16699.7	6.01479	
16799.8	6.0551	
16799.8	6.0525	
16899.8	6.08437	
16999.8	6.12176	
16999.8	6.1188	
17099.8	6.15564	
17199.9	6.19165	
17199.9	6.19294	
17299.9	6.22887	
17299.9	6.22599	
17399.9	6.26432	
17499.7	6.30478	
17499.7	6.3011	
