1000	0.532217	
1100	0.573838	
1100	0.574012	
1200	0.615845	
1300	0.658388	
1300	0.658457	
1400	0.701546	
1500	0.745251	
1500	0.745323	
1600	0.789429	
1700	0.834054	
1700	0.8341	
1717	0.841033	
1900	0.924356	
1900	0.924404	
2000	0.969966	
2100	1.0159	
2100	1.01597	
2200	1.06221	
2200	1.06226	
2300	1.10885	
2400	1.15573	
2400	1.15576	
2500	1.20287	
2600	1.25022	
2600	1.25028	
2700	1.29797	
2700	1.29801	
2800	1.34585	
2900	1.39402	
3000	1.44253	
3000	1.44256	
3100	1.49128	
3200	1.54032	
3200	1.54038	
3300	1.58967	
3300	1.58963	
3400	1.63913	
3500	1.6888	
3500	1.6889	
3600	1.73881	
3700	1.78895	
3700	1.78909	
3740	1.79715	
3900	1.89013	
3900	1.89034	
4000	1.94107	
4000	1.94123	
4100	1.99231	
4200	2.04361	
4200	2.04365	
4300	2.09505	
4400	2.14668	
4400	2.14678	
4500	2.19854	
4600	2.25057	
4600	2.25065	
4700	2.30269	
4800	2.35491	
4800	2.355	
4900	2.40739	
4900	2.40745	
5000	2.45988	
5100	2.51239	
5100	2.51241	
5200	2.56498	
5300	2.61755	
5300	2.61755	
5400	2.67011	
5500	2.72255	
5500	2.7227	
5600	2.77518	
5700	2.82742	
5700	2.82773	
5800	2.87988	
5900	2.93182	
5900	2.9318	
6000	2.9838	
6000	2.98386	
6100	3.03544	
6200	3.08692	
6200	3.08686	
6300	3.13803	
6400	3.18878	
6400	3.18883	
6500	3.23904	
6600	3.28884	
6600	3.28891	
6700	3.33825	
6700	3.33831	
6800	3.38711	
6900	3.43547	
6900	3.43547	
7000	3.48321	
7100	3.53018	
7100	3.53025	
7200	3.57659	
7300	3.62206	
7300	3.62195	
7400	3.66661	
7400	3.66662	
7500	3.71055	
7600	3.75347	
7600	3.75346	
7700	3.7955	
7800	3.83664	
7800	3.83653	
7900	3.87654	
8000	3.91538	
8000	3.91541	
8100	3.95309	
8200	3.98969	
8200	3.98971	
8300	4.02507	
8400	4.05925	
8400	4.0592	
8400	4.0592	
8500	4.09204	
8600	4.12356	
8700	4.15411	
8700	4.15398	
8800	4.18291	
8900	4.21047	
8900	4.21038	
9000	4.23652	
9100	4.2613	
9100	4.26134	
9200	4.28463	
9300	4.30649	
9300	4.3066	
9400	4.32725	
9500	4.34598	
9500	4.34637	
9600	4.36388	
9700	4.38007	
9700	4.38012	
9800	4.39485	
9900	4.40813	
9900	4.40811	
10000	4.4201	
10100	4.43067	
10100	4.43081	
10200	4.43996	
10300	4.44798	
10300	4.4478	
10400	4.4544	
10500	4.45966	
10500	4.45971	
10600	4.46398	
10700	4.46665	
10700	4.46665	
10800	4.46829	
10900	4.46841	
10900	4.46855	
11000	4.46774	
11100	4.4659	
11100	4.46601	
11200	4.46311	
11200	4.46309	
11300	4.45905	
11400	4.45384	
11400	4.45392	
11500	4.44799	
11600	4.44083	
11600	4.44086	
11700	4.43326	
11800	4.42446	
11800	4.42456	
11900	4.41511	
12000	4.40446	
12100	4.39368	
12100	4.39369	
12200	4.38203	
12300	4.36942	
12300	4.36938	
12400	4.35615	
12500	4.34245	
12500	4.34251	
12600	4.32816	
12700	4.31325	
12700	4.31344	
12800	4.29798	
12800	4.29815	
12900	4.28211	
13000	4.26579	
13000	4.26613	
13100	4.24919	
13200	4.23207	
13200	4.23222	
13300	4.21445	
13400	4.19656	
13400	4.1969	
13500	4.17864	
13600	4.16007	
13600	4.16027	
13700	4.14168	
13800	4.12263	
13800	4.12277	
13900	4.10358	
14000	4.08418	
14000	4.08476	
14100	4.0648	
14200	4.04511	
14200	4.04545	
14300	4.02552	
14300	4.02568	
14400	4.00564	
14500	3.98556	
14500	3.98589	
14600	3.96557	
14700	3.94517	
14800	3.92502	
14800	3.92519	
14900	3.90462	
15000	3.88442	
15000	3.88479	
15000	3.88501	
15100	3.86435	
15200	3.84396	
15300	3.82353	
15300	3.82373	
15400	3.80333	
15500	3.78279	
15500	3.78315	
15600	3.76284	
15700	3.74229	
15700	3.74274	
15800	3.72251	
15900	3.70232	
15900	3.70246	
16000	3.68226	
16100	3.66217	
16100	3.66251	
16200	3.6425	
16300	3.62253	
16300	3.62264	
16400	3.60281	
16400	3.60307	
16500	3.58355	
16600	3.5637	
16600	3.56384	
16700	3.54441	
16800	3.52475	
16800	3.52505	
16900	3.50561	
17000	3.48643	
17000	3.48674	
17100	3.46751	
17200	3.44872	
17300	3.42952	
17300	3.42995	
17400	3.41096	
17500	3.39246	
17500	3.39276	
17600	3.37418	
17700	3.35578	
17700	3.35608	
17700	3.35627	
17900	3.31959	
17900	3.31995	
18000	3.30192	
18000	3.30205	
18100	3.28423	
18200	3.2665	
18200	3.26653	
18300	3.24902	
18400	3.23174	
18400	3.23186	
18500	3.21453	
18600	3.19719	
18600	3.19744	
18700	3.18044	
18800	3.16353	
18800	3.16386	
18900	3.14693	
19000	3.13032	
19000	3.13042	
19100	3.11413	
19200	3.09755	
19200	3.09781	
19300	3.08164	
19300	3.08168	
19400	3.06554	
19500	3.04961	
19500	3.04975	
19600	3.0338	
19700	3.01824	
19800	3.00275	
19800	3.00286	
19900	2.98734	
20000	2.97221	
20000	2.97222	
20100	2.95716	
20200	2.94218	
20200	2.94227	
20300	2.92735	
20400	2.91251	
20400	2.91272	
20500	2.89803	
20500	2.89815	
20600	2.88351	
20700	2.86912	
20700	2.86938	
20800	2.85507	
20900	2.84094	
20900	2.8411	
21000	2.82701	
21100	2.81323	
21100	2.81334	
21200	2.79943	
21300	2.78585	
