1000.04	-0.369953
1100.07	-0.349781
1199.9	-0.339606
1299.93	-0.319877
1399.94	-0.357078
1499.97	-0.29232
1599.99	-0.303385
1700.02	-0.309762
1800.04	-0.307718
1900.06	-0.287513
1999.9	-0.259604
2099.92	-0.290988
2199.95	-0.274303
2299.97	-0.270808
2500.01	-0.284448
2600.04	-0.274556
2700.05	-0.267002
2799.9	-0.234172
2899.91	-0.253347
2999.94	-0.235401
3099.96	-0.221648
3199.99	-0.182009
3300.02	-0.221612
3400.03	-0.191798
3499.87	-0.188188
3499.87	-0.184596
3699.92	-0.208172
3799.94	-0.195134
3899.96	-0.180233
3999.98	-0.151345
4100	-0.139673
4200.03	-0.149429
4299.87	-0.145479
4399.89	-0.102988
4599.94	-0.138732
4699.96	-0.0937681
4799.98	-0.060412
4900	-0.105457
5000.03	-0.120129
5099.86	-0.126977
5199.88	-0.0747121
5299.91	-0.0158876
5399.93	-0.0774738
5499.95	-0.096768
5599.98	0.0156732
5700	0.0299071
5800.02	0.00476076
5899.86	0.0456736
5999.88	-0.00255945
6099.91	0.0285939
6199.93	0.065519
6299.95	-0.0426466
6399.97	0.0152336
6499.99	0.0568266
6599.83	0.0202405
6799.88	0.0435894
6899.91	0.12193
6999.92	0.0428785
7099.95	0.0962942
7199.97	0.137307
7299.99	0.156044
7399.83	0.062068
7499.85	0.0419257
7599.88	0.165489
7699.9	0.148615
7799.92	0.0802359
7899.94	0.115537
7999.97	0.154147
8099.99	0.119002
8199.83	0.157015
8299.85	0.263844
8399.87	0.159389
8499.9	0.255697
8599.92	0.257543
8599.92	0.180136
8899.99	0.188192
8999.82	0.168408
9099.85	0.272532
9199.87	0.23565
9299.89	0.250777
9399.91	0.263031
9499.93	0.235317
9599.96	0.317646
9699.8	0.328587
9799.83	0.247512
9899.84	0.327662
9999.87	0.226624
10099.9	0.215967
10199.9	0.365587
10299.9	0.375246
10400	0.357056
10499.8	0.333203
10599.8	0.378751
10699.8	0.328012
10799.9	0.24398
10799.9	0.434668
10999.9	0.403238
11099.9	0.271298
11200	0.414431
11299.8	0.331226
11399.8	0.434982
11499.8	0.28428
11599.9	0.313158
11699.9	0.483448
11799.9	0.485535
11899.9	0.456847
12000	0.387404
12099.8	0.319559
12199.8	0.50584
12299.8	0.471118
12399.9	0.512525
12499.9	0.370702
12599.9	0.404478
12699.9	0.489785
12799.8	0.440653
12899.8	0.318088
12999.8	0.48772
13099.8	0.48745
13199.9	0.558523
13299.9	0.365929
13399.9	0.456016
13499.9	0.558048
13599.8	0.574241
13699.8	0.534197
13799.8	0.498469
13899.8	0.465674
13999.8	0.559262
14099.9	0.541867
14199.9	0.382206
14299.9	0.555763
14399.8	0.50079
14499.8	0.472051
14599.8	0.50235
14699.8	0.455975
14799.8	0.643776
14899.9	0.632131
14999.9	0.609441
14999.9	0.513425
15199.8	0.476288
15299.8	0.706721
15399.8	0.712889
15499.8	0.71547
15599.8	0.460988
15699.9	0.721754
15799.9	0.633936
15899.7	0.537603
15999.7	0.530621
16099.8	0.67321
16199.8	0.696396
16299.8	0.788924
16399.8	0.58104
16499.9	0.779873
16599.9	0.577388
16699.7	0.622738
16799.7	0.624679
